arc_i,arc_j,capacity_00,capacity_01,capacity_02,capacity_03,capacity_04,capacity_05,capacity_06,capacity_07,capacity_08,capacity_09,capacity_10,capacity_11,capacity_12,capacity_13,capacity_14,capacity_15,capacity_16,capacity_17,capacity_18,capacity_19,capacity_20
123,superSource15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1939502,0,0,0,0,1939502
123,superSource03,0,0,0,167741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167741
123,superSource02,0,0,128997718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128997718
123,superSource00,12200911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12200911
123,superSource18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83514946,0,83514946
123,superSink13,0,0,0,0,0,0,0,0,0,0,0,0,0,5735140,0,0,0,0,0,0,5735140
123,superSource09,0,0,0,0,0,0,0,0,0,3357302,0,0,0,0,0,0,0,0,0,0,3357302
123,superSink17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148503,0,0,148503
123,superSink10,0,0,0,0,0,0,0,0,0,0,330160,0,0,0,0,0,0,0,0,0,330160
123,122,2390224120,525439586,7901215713,69768195,5771,1539102743,554100251,436589505,125245263,1401137946,27399289,251322869,20838616,296892533,0,338475312,0,13238427,2563272307,7021840,9876519641
123,124,2390224120,525439586,7901215713,69768195,5771,1539102743,554100251,436589505,125245263,1401137946,27399289,251322869,20838616,296892533,0,338475312,0,13238427,2563272307,7021840,9876519641
123,superSink11,0,0,0,0,0,0,0,0,0,0,0,522355,0,0,0,0,0,0,0,0,522355
124,superSource11,0,0,0,0,0,0,0,0,0,0,0,5482539,0,0,0,0,0,0,0,0,5482539
124,superSource04,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
124,superSink10,0,0,0,0,0,0,0,0,0,0,146644,0,0,0,0,0,0,0,0,0,146644
124,superSource15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2092148,0,0,0,0,2092148
124,superSink12,0,0,0,0,0,0,0,0,0,0,0,0,255468,0,0,0,0,0,0,0,255468
124,superSink00,23020855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23020855
124,superSource18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49751136,0,49751136
124,superSource13,0,0,0,0,0,0,0,0,0,0,0,0,0,534377,0,0,0,0,0,0,534377
124,superSource03,0,0,0,576564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576564
124,123,2390224120,525439586,7901215713,69768195,5771,1539102743,554100251,436589505,125245263,1401137946,27399289,251322869,20838616,296892533,0,338475312,0,13238427,2563272307,7021840,9876519641
124,superSink17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450990,0,0,450990
124,125,2390224120,525439586,7901215713,69768195,5771,1539102743,554100251,436589505,125245263,1401137946,27399289,251322869,20838616,296892533,0,338475312,0,13238427,2563272307,7021840,9876519641
125,superSink07,0,0,0,0,0,0,0,1115102,0,0,0,0,0,0,0,0,0,0,0,0,1115102
125,superSource10,0,0,0,0,0,0,0,0,0,0,93036,0,0,0,0,0,0,0,0,0,93036
125,superSink05,0,0,0,0,0,7643368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7643368
125,superSource13,0,0,0,0,0,0,0,0,0,0,0,0,0,1055448,0,0,0,0,0,0,1055448
125,superSource03,0,0,0,520153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520153
125,superSource15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2748938,0,0,0,0,2748938
125,superSink12,0,0,0,0,0,0,0,0,0,0,0,0,43553,0,0,0,0,0,0,0,43553
125,superSource11,0,0,0,0,0,0,0,0,0,0,0,7966380,0,0,0,0,0,0,0,0,7966380
125,superSource19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19383,19383
125,superSource17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140718,0,0,140718
125,124,2390224120,525439586,7901215713,69768195,5771,1539102743,554100251,436589505,125245263,1401137946,27399289,251322869,20838616,296892533,0,338475312,0,13238427,2563272307,7021840,9876519641
125,126,2390224120,525439586,7901215713,69768195,5771,1539102743,554100251,436589505,125245263,1401137946,27399289,251322869,20838616,296892533,0,338475312,0,13238427,2563272307,7021840,9876519641
126,superSource11,0,0,0,0,0,0,0,0,0,0,0,4441875,0,0,0,0,0,0,0,0,4441875
126,superSink05,0,0,0,0,0,5682531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5682531
126,superSink17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29596,0,0,29596
126,superSink10,0,0,0,0,0,0,0,0,0,0,436754,0,0,0,0,0,0,0,0,0,436754
126,superSink13,0,0,0,0,0,0,0,0,0,0,0,0,0,1823506,0,0,0,0,0,0,1823506
126,superSource18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19084794,0,19084794
126,superSink03,0,0,0,217236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217236
126,125,2390224120,525439586,7901215713,69768195,5771,1539102743,554100251,436589505,125245263,1401137946,27399289,251322869,20838616,296892533,0,338475312,0,13238427,2563272307,7021840,9876519641
126,127,2390224120,525439586,7901215713,69768195,5771,1539102743,554100251,436589505,125245263,1401137946,27399289,251322869,20838616,296892533,0,338475312,0,13238427,2563272307,7021840,9876519641
127,128,2390224120,525439586,7901215713,69768195,5771,1539102743,554100251,436589505,125245263,1401137946,27399289,251322869,20838616,296892533,0,338475312,0,13238427,2563272307,7021840,9876519641
127,superSink15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136218,0,0,0,0,2136218
127,superSink05,0,0,0,0,0,2338986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2338986
127,superSink04,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
127,superSink03,0,0,0,861347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861347
127,superSink18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46937499,0,46937499
127,superSource12,0,0,0,0,0,0,0,0,0,0,0,0,84509,0,0,0,0,0,0,0,84509
127,superSource09,0,0,0,0,0,0,0,0,0,18229212,0,0,0,0,0,0,0,0,0,0,18229212
127,superSink08,0,0,0,0,0,0,0,0,855194,0,0,0,0,0,0,0,0,0,0,0,855194
127,superSource13,0,0,0,0,0,0,0,0,0,0,0,0,0,2356972,0,0,0,0,0,0,2356972
127,superSink10,0,0,0,0,0,0,0,0,0,0,416910,0,0,0,0,0,0,0,0,0,416910
127,superSink17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129914,0,0,129914
127,126,2390224120,525439586,7901215713,69768195,5771,1539102743,554100251,436589505,125245263,1401137946,27399289,251322869,20838616,296892533,0,338475312,0,13238427,2563272307,7021840,9876519641
128,superSink07,0,0,0,0,0,0,0,1977565,0,0,0,0,0,0,0,0,0,0,0,0,1977565
128,129,2390224120,525439586,7901215713,69768195,5771,1539102743,554100251,436589505,125245263,1401137946,27399289,251322869,20838616,296892533,0,338475312,0,13238427,2563272307,7021840,9876519641
128,superSink05,0,0,0,0,0,12795377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12795377
128,superSource04,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
128,superSource03,0,0,0,128831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128831
128,superSource02,0,0,106091435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106091435
128,superSink06,0,0,0,0,0,0,5258735,0,0,0,0,0,0,0,0,0,0,0,0,0,5258735
128,superSink15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,946174,0,0,0,0,946174
128,superSink13,0,0,0,0,0,0,0,0,0,0,0,0,0,2873604,0,0,0,0,0,0,2873604
128,superSource10,0,0,0,0,0,0,0,0,0,0,20981,0,0,0,0,0,0,0,0,0,20981
128,superSource09,0,0,0,0,0,0,0,0,0,33925606,0,0,0,0,0,0,0,0,0,0,33925606
128,superSink08,0,0,0,0,0,0,0,0,82401,0,0,0,0,0,0,0,0,0,0,0,82401
128,superSource18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19285817,0,19285817
128,superSource17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74763,0,0,74763
128,superSink11,0,0,0,0,0,0,0,0,0,0,0,811125,0,0,0,0,0,0,0,0,811125
128,127,2390224120,525439586,7901215713,69768195,5771,1539102743,554100251,436589505,125245263,1401137946,27399289,251322869,20838616,296892533,0,338475312,0,13238427,2563272307,7021840,9876519641
129,128,2390224120,525439586,7901215713,69768195,5771,1539102743,554100251,436589505,125245263,1401137946,27399289,251322869,20838616,296892533,0,338475312,0,13238427,2563272307,7021840,9876519641
129,superSink06,0,0,0,0,0,0,9291984,0,0,0,0,0,0,0,0,0,0,0,0,0,9291984
129,130,2306699712,507078534,7625114252,67330203,5569,1485320068,534737675,421333245,120868670,1352176337,26441844,242540599,20110428,286517868,0,326647572,0,12775821,2473700872,6776468,9531392815
129,superSource04,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
129,superSink11,0,0,0,0,0,0,0,0,0,0,0,6100052,0,0,0,0,0,0,0,0,6100052
129,superSink00,9257707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9257707
129,superSink13,0,0,0,0,0,0,0,0,0,0,0,0,0,4270295,0,0,0,0,0,0,4270295
129,superSource17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53146,0,0,53146
129,superSource15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2306475,0,0,0,0,2306475
130,superSource07,0,0,0,0,0,0,0,8456895,0,0,0,0,0,0,0,0,0,0,0,0,8456895
130,superSource06,0,0,0,0,0,0,1611411,0,0,0,0,0,0,0,0,0,0,0,0,0,1611411
130,superSink05,0,0,0,0,0,33450936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33450936
130,superSink02,0,0,58794080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58794080
130,129,2306699712,507078534,7625114252,67330203,5569,1485320068,534737675,421333245,120868670,1352176337,26441844,242540599,20110428,286517868,0,326647572,0,12775821,2473700872,6776468,9531392815
130,superSource12,0,0,0,0,0,0,0,0,0,0,0,0,127611,0,0,0,0,0,0,0,127611
130,105,2214211708,486747026,7319382390,64630572,5346,1425765594,513297164,404439728,116022395,1297960312,25381648,232815841,19304093,275029825,0,313550513,0,12263570,2374516893,6504763,9149227988
130,superSink13,0,0,0,0,0,0,0,0,0,0,0,0,0,779316,0,0,0,0,0,0,779316
130,superSink18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22488464,0,22488464
130,173,83524408,18361052,276101461,2437991,201,53782674,19362575,15256259,4376592,48961608,957445,8782270,728188,10374664,0,11827740,0,462605,89571434,245372,345126826
130,superSource09,0,0,0,0,0,0,0,0,0,29175943,0,0,0,0,0,0,0,0,0,0,29175943
130,superSource17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38114,0,0,38114
130,superSource19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38758,38758
130,superSource15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2972006,0,0,0,0,2972006
131,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,superSource13,0,0,0,0,0,0,0,0,0,0,0,0,0,5178898,0,0,0,0,0,0,5178898
139,superSource15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2370844,0,0,0,0,2370844
139,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,142,113470965,24944161,375093936,3312101,273,73065731,26304767,20726187,5945760,66516137,1300724,11931035,989270,14094361,0,16068418,0,628467,121686071,333347,468867420
139,superSink11,0,0,0,0,0,0,0,0,0,0,0,938054,0,0,0,0,0,0,0,0,938054
139,superSink02,0,0,138275204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138275204
140,superSource10,0,0,0,0,0,0,0,0,0,0,25511,0,0,0,0,0,0,0,0,0,25511
140,superSink05,0,0,0,0,0,548527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548527
140,superSink03,0,0,0,265867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265867
140,superSink02,0,0,4391293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4391293
140,superSource19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1799,1799
140,superSink18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44712896,0,44712896
140,141,196587938,43215648,649848560,5738200,474,126586051,45572892,35908026,10301003,115238908,2253499,20670465,1713906,24418417,0,27838462,0,1088816,210820572,577522,812310700
140,148,196587938,43215648,649848560,5738200,474,126586051,45572892,35908026,10301003,115238908,2253499,20670465,1713906,24418417,0,27838462,0,1088816,210820572,577522,812310700
140,superSource15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3639017,0,0,0,0,3639017
141,superSource11,0,0,0,0,0,0,0,0,0,0,0,2524457,0,0,0,0,0,0,0,0,2524457
141,superSource05,0,0,0,0,0,26847612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26847612
141,superSource04,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
141,superSink03,0,0,0,548195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548195
141,superSource18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2851942,0,2851942
141,140,196587938,43215648,649848560,5738200,474,126586051,45572892,35908026,10301003,115238908,2253499,20670465,1713906,24418417,0,27838462,0,1088816,210820572,577522,812310700
141,142,196587938,43215648,649848560,5738200,474,126586051,45572892,35908026,10301003,115238908,2253499,20670465,1713906,24418417,0,27838462,0,1088816,210820572,577522,812310700
142,superSink05,0,0,0,0,0,376383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376383
142,superSink17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15561,0,0,15561
142,superSink11,0,0,0,0,0,0,0,0,0,0,0,1144895,0,0,0,0,0,0,0,0,1144895
142,superSource19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12585,12585
142,139,113470965,24944161,375093936,3312101,273,73065731,26304767,20726187,5945760,66516137,1300724,11931035,989270,14094361,0,16068418,0,628467,121686071,333347,468867420
142,141,196587938,43215648,649848560,5738200,474,126586051,45572892,35908026,10301003,115238908,2253499,20670465,1713906,24418417,0,27838462,0,1088816,210820572,577522,812310700
143,superSink06,0,0,0,0,0,0,3171999,0,0,0,0,0,0,0,0,0,0,0,0,0,3171999
143,superSink11,0,0,0,0,0,0,0,0,0,0,0,1124366,0,0,0,0,0,0,0,0,1124366
143,superSink00,8647371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8647371
143,superSource18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1256410,0,1256410
143,75,300891590,66144572,994638677,8782717,726,193748806,69752499,54959746,15766407,176381210,3449139,31637592,2623253,37374096,0,42608713,0,1666509,322675632,883939,1243298347
143,superSink08,0,0,0,0,0,0,0,0,553293,0,0,0,0,0,0,0,0,0,0,0,553293
143,144,300891590,66144572,994638677,8782717,726,193748806,69752499,54959746,15766407,176381210,3449139,31637592,2623253,37374096,0,42608713,0,1666509,322675632,883939,1243298347
144,superSource11,0,0,0,0,0,0,0,0,0,0,0,1873819,0,0,0,0,0,0,0,0,1873819
144,superSink03,0,0,0,406917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406917
144,superSource02,0,0,35807369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35807369
144,superSink13,0,0,0,0,0,0,0,0,0,0,0,0,0,3429842,0,0,0,0,0,0,3429842
144,superSource17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9679,0,0,9679
144,143,300891590,66144572,994638677,8782717,726,193748806,69752499,54959746,15766407,176381210,3449139,31637592,2623253,37374096,0,42608713,0,1666509,322675632,883939,1243298347
144,145,300891590,66144572,994638677,8782717,726,193748806,69752499,54959746,15766407,176381210,3449139,31637592,2623253,37374096,0,42608713,0,1666509,322675632,883939,1243298347
145,superSource10,0,0,0,0,0,0,0,0,0,0,139667,0,0,0,0,0,0,0,0,0,139667
145,superSource03,0,0,0,587394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587394
145,superSource15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112551,0,0,0,0,112551
145,superSink00,10103631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10103631
145,superSource19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124223,124223
145,superSource17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17293,0,0,17293
145,superSource09,0,0,0,0,0,0,0,0,0,572571,0,0,0,0,0,0,0,0,0,0,572571
145,144,300891590,66144572,994638677,8782717,726,193748806,69752499,54959746,15766407,176381210,3449139,31637592,2623253,37374096,0,42608713,0,1666509,322675632,883939,1243298347
145,146,300891590,66144572,994638677,8782717,726,193748806,69752499,54959746,15766407,176381210,3449139,31637592,2623253,37374096,0,42608713,0,1666509,322675632,883939,1243298347
146,superSink07,0,0,0,0,0,0,0,3023713,0,0,0,0,0,0,0,0,0,0,0,0,3023713
146,superSink15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3749537,0,0,0,0,3749537
146,superSink17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29808,0,0,29808
146,superSource03,0,0,0,872801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,872801
146,superSource02,0,0,102467835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102467835
146,superSource00,27455556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27455556
146,superSource18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44712896,0,44712896
146,superSink19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51570,51570
146,145,300891590,66144572,994638677,8782717,726,193748806,69752499,54959746,15766407,176381210,3449139,31637592,2623253,37374096,0,42608713,0,1666509,322675632,883939,1243298347
146,147,300891590,66144572,994638677,8782717,726,193748806,69752499,54959746,15766407,176381210,3449139,31637592,2623253,37374096,0,42608713,0,1666509,322675632,883939,1243298347
146,superSink10,0,0,0,0,0,0,0,0,0,0,409407,0,0,0,0,0,0,0,0,0,409407
147,superSink05,0,0,0,0,0,27440094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27440094
147,superSink04,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
147,superSource03,0,0,0,387156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387156
147,superSink11,0,0,0,0,0,0,0,0,0,0,0,1190961,0,0,0,0,0,0,0,0,1190961
147,superSource18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10538240,0,10538240
147,superSource19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12383,12383
147,superSource09,0,0,0,0,0,0,0,0,0,835950,0,0,0,0,0,0,0,0,0,0,835950
147,146,300891590,66144572,994638677,8782717,726,193748806,69752499,54959746,15766407,176381210,3449139,31637592,2623253,37374096,0,42608713,0,1666509,322675632,883939,1243298347
147,148,248739764,54680110,822243619,7260459,600,160167429,57662695,45433886,13033705,145810059,2851319,26154029,2168580,30896256,0,35223587,0,1377663,266748102,730731,1027804524
147,superSink10,0,0,0,0,0,0,0,0,0,0,8329,0,0,0,0,0,0,0,0,0,8329
148,superSink06,0,0,0,0,0,0,1633655,0,0,0,0,0,0,0,0,0,0,0,0,0,1633655
148,superSink05,0,0,0,0,0,588187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588187
148,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,superSource03,0,0,0,388467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388467
148,superSink00,22943297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22943297
148,superSource18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5330136,0,5330136
148,140,196587938,43215648,649848560,5738200,474,126586051,45572892,35908026,10301003,115238908,2253499,20670465,1713906,24418417,0,27838462,0,1088816,210820572,577522,812310700
148,superSource08,0,0,0,0,0,0,0,0,296907,0,0,0,0,0,0,0,0,0,0,0,296907
148,147,248739764,54680110,822243619,7260459,600,160167429,57662695,45433886,13033705,145810059,2851319,26154029,2168580,30896256,0,35223587,0,1377663,266748102,730731,1027804524
149,superSource07,0,0,0,0,0,0,0,1242682,0,0,0,0,0,0,0,0,0,0,0,0,1242682
149,superSource10,0,0,0,0,0,0,0,0,0,0,320825,0,0,0,0,0,0,0,0,0,320825
149,superSink05,0,0,0,0,0,37634488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37634488
149,163,896155792,197000659,2962366651,26157870,2163,577048748,207746271,163688505,46957633,525322238,10272690,94227333,7812927,111312558,0,126903000,0,4963423,961035956,2632666,3702958314
149,superSource03,0,0,0,779912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,779912
149,superSource02,0,0,437215568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437215568
149,superSource00,48819605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48819605
149,superSource18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19186823,0,19186823
149,superSource19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,911709,911709
149,superSource04,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224
149,150,2376167574,522349555,7854749857,69357898,5737,1530051512,550841671,434021988,124508714,1392898066,27238158,249844877,20716067,295146553,0,336484790,0,13160574,2548198090,6980546,9818437321
149,118,1974231821,433992587,6526095753,57625805,4766,1271238787,457665178,360605889,103447698,1157285250,22630743,207582879,17211883,245221643,0,279567395,0,10934424,2117162867,5799766,8157619691
149,superSource13,0,0,0,0,0,0,0,0,0,0,0,0,0,2872606,0,0,0,0,0,0,2872606
149,superSource15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15334925,0,0,0,0,15334925
150,96,2501250469,549846351,8268228630,73008940,6039,1610594348,579838309,456869168,131062928,1466221061,28671991,262996862,21806574,310683245,0,354197553,0,13853355,2682336775,7348006,10335285788
150,superSource05,0,0,0,0,0,33541280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33541280
150,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,superSource03,0,0,0,1111697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111697
150,superSink11,0,0,0,0,0,0,0,0,0,0,0,2681396,0,0,0,0,0,0,0,0,2681396
150,superSink13,0,0,0,0,0,0,0,0,0,0,0,0,0,2638596,0,0,0,0,0,0,2638596
150,superSource17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158707,0,0,158707
150,superSink18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50121874,0,50121874
150,superSource08,0,0,0,0,0,0,0,0,1420968,0,0,0,0,0,0,0,0,0,0,0,1420968
150,superSource04,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118
150,149,2376167574,522349555,7854749857,69357898,5737,1530051512,550841671,434021988,124508714,1392898066,27238158,249844877,20716067,295146553,0,336484790,0,13160574,2548198090,6980546,9818437321
150,superSink10,0,0,0,0,0,0,0,0,0,0,126064,0,0,0,0,0,0,0,0,0,126064
150,superSource15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6062066,0,0,0,0,6062066
151,superSink03,0,0,0,1990036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990036
151,superSink02,0,0,236647642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236647642
151,superSink12,0,0,0,0,0,0,0,0,0,0,0,0,76054,0,0,0,0,0,0,0,76054
151,superSource17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69987,0,0,69987
151,77,703642215,154680672,2325986454,20538595,1698,453086241,163117895,128524687,36870121,412471701,8065895,73985271,6134542,87400222,0,99641500,0,3897172,754584722,2067113,2907483068
151,superSink09,0,0,0,0,0,0,0,0,0,251575098,0,0,0,0,0,0,0,0,0,0,251575098
151,152,1014719709,223064397,3354296042,29618629,2450,653393911,235231684,185344952,53170259,594823839,11631796,106693873,8846599,126039521,0,143692621,0,5620097,1088183700,2980975,4192870053
152,superSink02,0,0,462152919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462152919
152,superSource00,23842531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23842531
152,superSource18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273666222,0,273666222
152,superSource08,0,0,0,0,0,0,0,0,844473,0,0,0,0,0,0,0,0,0,0,0,844473
152,151,1014719709,223064397,3354296042,29618629,2450,653393911,235231684,185344952,53170259,594823839,11631796,106693873,8846599,126039521,0,143692621,0,5620097,1088183700,2980975,4192870053
152,153,496257219,109091522,1640446729,14485240,1198,319547795,115042036,90644510,26003363,290903608,5688627,52179537,4326503,61640689,0,70274086,0,2748556,532185403,1457871,2050558411
153,superSource06,0,0,0,0,0,0,8059869,0,0,0,0,0,0,0,0,0,0,0,0,0,8059869
153,superSource03,0,0,0,1990036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990036
153,superSource02,0,0,817210108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817210108
153,superSource00,55304204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55304204
153,superSource18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37285021,0,37285021
153,superSource09,0,0,0,0,0,0,0,0,0,251575098,0,0,0,0,0,0,0,0,0,0,251575098
